Date,Open,High,Low,Close,Effective Date,Bank Rate,Repo,Reverse Repo,Standing Deposit Facility (SDF) Rate,Marginal Standing Facility (MSF) Rate,Cash Reserve Ratio (CRR),Statutory Liquidity Ratio (SLR)
2004-05-10,Not Available,Not Available,Not Available,3020.87,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-05-11,Not Available,Not Available,Not Available,2881.84,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-05-12,Not Available,Not Available,Not Available,2879.69,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-05-13,Not Available,Not Available,Not Available,2820.14,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-05-14,Not Available,Not Available,Not Available,2455.52,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-05-17,Not Available,Not Available,Not Available,2110.57,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-05-18,Not Available,Not Available,Not Available,2365.46,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-05-19,Not Available,Not Available,Not Available,2542.94,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-05-20,Not Available,Not Available,Not Available,2522.66,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-05-21,Not Available,Not Available,Not Available,2519.43,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-05-24,Not Available,Not Available,Not Available,2551.25,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-05-25,Not Available,Not Available,Not Available,2540.61,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-05-26,Not Available,Not Available,Not Available,2540.15,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-05-27,Not Available,Not Available,Not Available,2529.58,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-05-28,Not Available,Not Available,Not Available,2356.95,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-05-31,Not Available,Not Available,Not Available,2243.9,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-06-01,Not Available,Not Available,Not Available,2280.78,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-06-02,Not Available,Not Available,Not Available,2379.0,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-06-03,Not Available,Not Available,Not Available,2372.6,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-06-04,Not Available,Not Available,Not Available,2426.59,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-06-07,Not Available,Not Available,Not Available,2448.78,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-06-08,Not Available,Not Available,Not Available,2448.33,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-06-09,Not Available,Not Available,Not Available,2453.07,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-06-10,Not Available,Not Available,Not Available,2420.74,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-06-11,Not Available,Not Available,Not Available,2335.81,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-06-14,Not Available,Not Available,Not Available,2245.7,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-06-15,Not Available,Not Available,Not Available,2289.49,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-06-16,Not Available,Not Available,Not Available,2290.27,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-06-17,Not Available,Not Available,Not Available,2338.46,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-06-18,Not Available,Not Available,Not Available,2308.43,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-06-21,Not Available,Not Available,Not Available,2256.24,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-06-22,Not Available,Not Available,Not Available,2240.81,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-06-23,Not Available,Not Available,Not Available,2200.95,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-06-24,Not Available,Not Available,Not Available,2251.58,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-06-25,Not Available,Not Available,Not Available,2225.37,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-06-28,Not Available,Not Available,Not Available,2278.16,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-06-29,Not Available,Not Available,Not Available,2266.1,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-06-30,Not Available,Not Available,Not Available,2256.12,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-07-01,Not Available,Not Available,Not Available,2306.71,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-07-02,Not Available,Not Available,Not Available,2285.93,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-07-05,Not Available,Not Available,Not Available,2214.08,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-07-06,Not Available,Not Available,Not Available,2253.38,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-07-07,Not Available,Not Available,Not Available,2255.91,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-07-08,Not Available,Not Available,Not Available,2162.17,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-07-09,Not Available,Not Available,Not Available,2202.2,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-07-12,Not Available,Not Available,Not Available,2221.18,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-07-13,Not Available,Not Available,Not Available,2203.73,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-07-14,Not Available,Not Available,Not Available,2207.43,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-07-15,Not Available,Not Available,Not Available,2218.92,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-07-16,Not Available,Not Available,Not Available,2267.65,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-07-19,Not Available,Not Available,Not Available,2292.83,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-07-20,Not Available,Not Available,Not Available,2301.55,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-07-21,Not Available,Not Available,Not Available,2326.2,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-07-22,Not Available,Not Available,Not Available,2393.88,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-07-23,Not Available,Not Available,Not Available,2399.15,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-07-26,Not Available,Not Available,Not Available,2410.28,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-07-27,Not Available,Not Available,Not Available,2329.94,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-07-28,Not Available,Not Available,Not Available,2290.42,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-07-29,Not Available,Not Available,Not Available,2341.76,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-07-30,Not Available,Not Available,Not Available,2332.29,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-08-02,Not Available,Not Available,Not Available,2348.31,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-08-03,Not Available,Not Available,Not Available,2333.67,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-08-04,Not Available,Not Available,Not Available,2316.9,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-08-05,Not Available,Not Available,Not Available,2382.3,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-08-06,Not Available,Not Available,Not Available,2346.82,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-08-09,Not Available,Not Available,Not Available,2386.98,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-08-10,Not Available,Not Available,Not Available,2387.65,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-08-11,Not Available,Not Available,Not Available,2352.92,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-08-12,Not Available,Not Available,Not Available,2332.47,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-08-13,Not Available,Not Available,Not Available,2322.8,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-08-16,Not Available,Not Available,Not Available,2308.32,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-08-17,Not Available,Not Available,Not Available,2314.7,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-08-18,Not Available,Not Available,Not Available,2292.32,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-08-19,Not Available,Not Available,Not Available,2290.19,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-08-20,Not Available,Not Available,Not Available,2263.22,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-08-23,Not Available,Not Available,Not Available,2228.25,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-08-24,Not Available,Not Available,Not Available,2235.75,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-08-25,Not Available,Not Available,Not Available,2269.99,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-08-26,Not Available,Not Available,Not Available,2316.33,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-08-27,Not Available,Not Available,Not Available,2306.34,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-08-30,Not Available,Not Available,Not Available,2348.5,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-08-31,Not Available,Not Available,Not Available,2345.16,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-09-01,Not Available,Not Available,Not Available,2381.83,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-09-02,Not Available,Not Available,Not Available,2364.8,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-09-03,Not Available,Not Available,Not Available,2405.82,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-09-06,Not Available,Not Available,Not Available,2415.53,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-09-07,Not Available,Not Available,Not Available,2434.08,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-09-08,Not Available,Not Available,Not Available,2443.92,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-09-09,Not Available,Not Available,Not Available,2413.81,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-09-10,Not Available,Not Available,Not Available,2434.91,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-09-13,Not Available,Not Available,Not Available,2401.69,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-09-14,Not Available,Not Available,Not Available,2411.66,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-09-15,Not Available,Not Available,Not Available,2404.33,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-09-16,Not Available,Not Available,Not Available,2436.8,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-09-17,Not Available,Not Available,Not Available,2500.66,2004-03-31,6.00,6.00,4.50,Not Available,Not Available,4.5,25.00
2004-09-20,Not Available,Not Available,Not Available,2501.62,2004-09-18,6.00,6.00,4.50,Not Available,Not Available,4.75,25.00
2004-09-21,Not Available,Not Available,Not Available,2540.11,2004-09-18,6.00,6.00,4.50,Not Available,Not Available,4.75,25.00
2004-09-22,Not Available,Not Available,Not Available,2612.07,2004-09-18,6.00,6.00,4.50,Not Available,Not Available,4.75,25.00
2004-09-23,Not Available,Not Available,Not Available,2555.94,2004-09-18,6.00,6.00,4.50,Not Available,Not Available,4.75,25.00
2004-09-24,Not Available,Not Available,Not Available,2547.69,2004-09-18,6.00,6.00,4.50,Not Available,Not Available,4.75,25.00
2004-09-27,Not Available,Not Available,Not Available,2524.43,2004-09-18,6.00,6.00,4.50,Not Available,Not Available,4.75,25.00
2004-09-28,Not Available,Not Available,Not Available,2502.0,2004-09-18,6.00,6.00,4.50,Not Available,Not Available,4.75,25.00
2004-09-29,Not Available,Not Available,Not Available,2511.35,2004-09-18,6.00,6.00,4.50,Not Available,Not Available,4.75,25.00
2004-09-30,Not Available,Not Available,Not Available,2505.7,2004-09-18,6.00,6.00,4.50,Not Available,Not Available,4.75,25.00
2004-10-01,Not Available,Not Available,Not Available,2544.82,2004-09-18,6.00,6.00,4.50,Not Available,Not Available,4.75,25.00
2004-10-04,Not Available,Not Available,Not Available,2562.06,2004-10-02,6.00,6.00,4.50,Not Available,Not Available,5,25.00
2004-10-05,Not Available,Not Available,Not Available,2623.66,2004-10-02,6.00,6.00,4.50,Not Available,Not Available,5,25.00
2004-10-06,Not Available,Not Available,Not Available,2582.57,2004-10-02,6.00,6.00,4.50,Not Available,Not Available,5,25.00
2004-10-07,Not Available,Not Available,Not Available,2592.82,2004-10-02,6.00,6.00,4.50,Not Available,Not Available,5,25.00
2004-10-08,Not Available,Not Available,Not Available,2594.83,2004-10-02,6.00,6.00,4.50,Not Available,Not Available,5,25.00
2004-10-09,Not Available,Not Available,Not Available,2580.41,2004-10-02,6.00,6.00,4.50,Not Available,Not Available,5,25.00
2004-10-11,Not Available,Not Available,Not Available,2555.84,2004-10-02,6.00,6.00,4.50,Not Available,Not Available,5,25.00
2004-10-12,Not Available,Not Available,Not Available,2515.28,2004-10-02,6.00,6.00,4.50,Not Available,Not Available,5,25.00
2004-10-14,Not Available,Not Available,Not Available,2499.05,2004-10-02,6.00,6.00,4.50,Not Available,Not Available,5,25.00
2004-10-15,Not Available,Not Available,Not Available,2493.59,2004-10-02,6.00,6.00,4.50,Not Available,Not Available,5,25.00
2004-10-18,Not Available,Not Available,Not Available,2495.52,2004-10-02,6.00,6.00,4.50,Not Available,Not Available,5,25.00
2004-10-19,Not Available,Not Available,Not Available,2511.75,2004-10-02,6.00,6.00,4.50,Not Available,Not Available,5,25.00
2004-10-20,Not Available,Not Available,Not Available,2487.43,2004-10-02,6.00,6.00,4.50,Not Available,Not Available,5,25.00
2004-10-21,Not Available,Not Available,Not Available,2484.89,2004-10-02,6.00,6.00,4.50,Not Available,Not Available,5,25.00
2004-10-25,Not Available,Not Available,Not Available,2416.45,2004-10-02,6.00,6.00,4.50,Not Available,Not Available,5,25.00
2004-10-26,Not Available,Not Available,Not Available,2455.26,2004-10-02,6.00,6.00,4.50,Not Available,Not Available,5,25.00
2004-10-27,Not Available,Not Available,Not Available,2454.01,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-10-28,Not Available,Not Available,Not Available,2451.54,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-10-29,Not Available,Not Available,Not Available,2466.96,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-11-01,Not Available,Not Available,Not Available,2506.48,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-11-02,Not Available,Not Available,Not Available,2526.5,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-11-03,Not Available,Not Available,Not Available,2615.54,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-11-04,Not Available,Not Available,Not Available,2613.24,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-11-05,Not Available,Not Available,Not Available,2672.34,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-11-08,Not Available,Not Available,Not Available,2668.06,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-11-09,Not Available,Not Available,Not Available,2650.79,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-11-10,Not Available,Not Available,Not Available,2672.74,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-11-11,Not Available,Not Available,Not Available,2659.81,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-11-12,Not Available,Not Available,Not Available,2660.42,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-11-16,Not Available,Not Available,Not Available,2738.59,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-11-17,Not Available,Not Available,Not Available,2828.06,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-11-18,Not Available,Not Available,Not Available,2871.93,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-11-19,Not Available,Not Available,Not Available,2848.79,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-11-22,Not Available,Not Available,Not Available,2845.6,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-11-23,Not Available,Not Available,Not Available,2867.72,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-11-24,Not Available,Not Available,Not Available,2879.57,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-11-25,Not Available,Not Available,Not Available,2887.57,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-11-29,Not Available,Not Available,Not Available,2960.06,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-11-30,Not Available,Not Available,Not Available,2997.66,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-12-01,Not Available,Not Available,Not Available,3052.04,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-12-02,Not Available,Not Available,Not Available,3204.25,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-12-03,Not Available,Not Available,Not Available,3221.2,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-12-06,Not Available,Not Available,Not Available,3208.13,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-12-07,Not Available,Not Available,Not Available,3192.95,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-12-08,Not Available,Not Available,Not Available,3205.29,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-12-09,Not Available,Not Available,Not Available,3247.03,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-12-10,Not Available,Not Available,Not Available,3199.18,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-12-13,Not Available,Not Available,Not Available,3201.52,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-12-14,Not Available,Not Available,Not Available,3239.4,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-12-15,Not Available,Not Available,Not Available,3233.7,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-12-16,Not Available,Not Available,Not Available,3225.22,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-12-17,Not Available,Not Available,Not Available,3186.25,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-12-20,Not Available,Not Available,Not Available,3225.91,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-12-21,Not Available,Not Available,Not Available,3289.48,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-12-22,Not Available,Not Available,Not Available,3270.86,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-12-23,Not Available,Not Available,Not Available,3365.4,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-12-24,Not Available,Not Available,Not Available,3362.67,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-12-27,Not Available,Not Available,Not Available,3382.82,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-12-28,Not Available,Not Available,Not Available,3407.36,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-12-29,Not Available,Not Available,Not Available,3407.57,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-12-30,Not Available,Not Available,Not Available,3406.09,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2004-12-31,Not Available,Not Available,Not Available,3497.36,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-01-03,Not Available,Not Available,Not Available,3531.56,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-01-04,Not Available,Not Available,Not Available,3560.4,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-01-05,Not Available,Not Available,Not Available,3400.06,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-01-06,Not Available,Not Available,Not Available,3310.94,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-01-07,Not Available,Not Available,Not Available,3341.12,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-01-10,Not Available,Not Available,Not Available,3263.63,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-01-11,Not Available,Not Available,Not Available,3189.56,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-01-12,Not Available,Not Available,Not Available,3084.6,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-01-13,Not Available,Not Available,Not Available,3238.11,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-01-14,Not Available,Not Available,Not Available,3199.19,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-01-17,Not Available,Not Available,Not Available,3262.36,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-01-18,Not Available,Not Available,Not Available,3244.06,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-01-19,Not Available,Not Available,Not Available,3221.14,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-01-20,Not Available,Not Available,Not Available,3184.77,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-01-24,Not Available,Not Available,Not Available,3115.18,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-01-25,Not Available,Not Available,Not Available,3197.13,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-01-27,Not Available,Not Available,Not Available,3199.48,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-01-28,Not Available,Not Available,Not Available,3325.37,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-01-31,Not Available,Not Available,Not Available,3429.6,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-02-01,Not Available,Not Available,Not Available,3410.75,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-02-02,Not Available,Not Available,Not Available,3445.24,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-02-03,Not Available,Not Available,Not Available,3497.98,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-02-04,Not Available,Not Available,Not Available,3458.21,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-02-07,Not Available,Not Available,Not Available,3419.41,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-02-08,Not Available,Not Available,Not Available,3417.9,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-02-09,Not Available,Not Available,Not Available,3490.93,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-02-10,Not Available,Not Available,Not Available,3502.87,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-02-11,Not Available,Not Available,Not Available,3506.9,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-02-14,Not Available,Not Available,Not Available,3526.94,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-02-15,Not Available,Not Available,Not Available,3511.73,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-02-16,Not Available,Not Available,Not Available,3488.8,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-02-17,Not Available,Not Available,Not Available,3478.72,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-02-18,Not Available,Not Available,Not Available,3484.88,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-02-21,Not Available,Not Available,Not Available,3463.15,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-02-22,Not Available,Not Available,Not Available,3536.5,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-02-23,Not Available,Not Available,Not Available,3523.85,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-02-24,Not Available,Not Available,Not Available,3543.61,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-02-25,Not Available,Not Available,Not Available,3529.72,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-02-28,Not Available,Not Available,Not Available,3676.5,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-03-01,Not Available,Not Available,Not Available,3627.06,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-03-02,Not Available,Not Available,Not Available,3709.12,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-03-03,Not Available,Not Available,Not Available,3742.04,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-03-04,Not Available,Not Available,Not Available,3769.6,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-03-07,Not Available,Not Available,Not Available,3897.64,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-03-08,Not Available,Not Available,Not Available,3916.5,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-03-09,Not Available,Not Available,Not Available,3881.84,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-03-10,Not Available,Not Available,Not Available,3931.54,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-03-11,Not Available,Not Available,Not Available,3910.11,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-03-14,Not Available,Not Available,Not Available,3874.42,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-03-15,Not Available,Not Available,Not Available,3834.73,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-03-16,Not Available,Not Available,Not Available,3861.94,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-03-17,Not Available,Not Available,Not Available,3795.02,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
2005-03-18,Not Available,Not Available,Not Available,3799.78,2004-10-27,6.00,6.00,4.75,Not Available,Not Available,5,25.00
